IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.237.5.164,2096,2096,true,SIN,Asia Pacific,Singapore,87,12.00
8.219.75.44,8443,8443,true,SIN,Asia Pacific,Singapore,105,12.00
8.222.255.15,8080,8080,false,SIN,Asia Pacific,Singapore,17,11.99
8.222.138.175,80,80,false,SIN,Asia Pacific,Singapore,5,11.99
47.236.103.153,2083,2083,true,SIN,Asia Pacific,Singapore,124,11.99
47.236.254.120,2083,2083,true,SIN,Asia Pacific,Singapore,162,11.99
47.236.194.67,8080,8080,false,SIN,Asia Pacific,Singapore,21,11.99
8.219.153.136,2083,2083,true,SIN,Asia Pacific,Singapore,118,11.99
8.219.53.207,80,80,false,SIN,Asia Pacific,Singapore,5,11.99
8.222.140.87,80,80,false,SIN,Asia Pacific,Singapore,6,11.99
8.219.141.174,8080,8080,false,SIN,Asia Pacific,Singapore,9,11.98
47.245.84.155,2086,2086,false,SIN,Asia Pacific,Singapore,5,11.98
8.222.193.208,8443,8443,true,SIN,Asia Pacific,Singapore,55,11.97
8.222.147.203,2095,2095,false,SIN,Asia Pacific,Singapore,16,11.97
8.219.124.227,2052,2052,false,SIN,Asia Pacific,Singapore,22,11.97
47.236.4.129,2095,2095,false,SIN,Asia Pacific,Singapore,57,11.97
47.245.85.28,8880,8880,false,NRT,Asia Pacific,Tokyo,74,11.96
47.236.166.131,2053,2053,true,SIN,Asia Pacific,Singapore,149,11.96
8.219.99.169,2096,2096,true,SIN,Asia Pacific,Singapore,150,11.96
8.222.146.222,8880,8880,false,SIN,Asia Pacific,Singapore,5,11.96
8.219.84.102,8443,8443,true,SIN,Asia Pacific,Singapore,204,11.96
8.219.83.201,2053,2053,true,SIN,Asia Pacific,Singapore,122,11.95
8.219.107.199,2082,2082,false,SIN,Asia Pacific,Singapore,12,11.95
47.236.124.115,8080,8080,false,SIN,Asia Pacific,Singapore,19,11.95
8.219.122.55,2083,2083,true,SIN,Asia Pacific,Singapore,182,11.95
8.219.42.72,2096,2096,true,SIN,Asia Pacific,Singapore,64,11.95
47.236.116.182,8080,8080,false,SIN,Asia Pacific,Singapore,14,11.95
8.219.70.117,2053,2053,true,SIN,Asia Pacific,Singapore,108,11.94
8.222.188.56,2053,2053,true,SIN,Asia Pacific,Singapore,103,11.94
47.237.80.66,80,80,false,SIN,Asia Pacific,Singapore,15,11.93
8.222.227.191,2095,2095,false,SIN,Asia Pacific,Singapore,20,11.93
47.236.125.4,8443,8443,true,SIN,Asia Pacific,Singapore,114,11.93
47.236.119.253,8080,8080,false,SIN,Asia Pacific,Singapore,17,11.92
8.222.149.233,2087,2087,true,SIN,Asia Pacific,Singapore,62,11.92
8.219.154.107,2053,2053,true,SIN,Asia Pacific,Singapore,112,11.92
8.219.77.222,8443,8443,true,SIN,Asia Pacific,Singapore,151,11.92
8.219.228.88,2096,2096,true,SIN,Asia Pacific,Singapore,144,11.92
8.219.250.70,2052,2052,false,SIN,Asia Pacific,Singapore,4,11.92
8.219.72.50,2086,2086,false,SIN,Asia Pacific,Singapore,21,11.92
8.222.138.164,8080,8080,false,SIN,Asia Pacific,Singapore,15,11.91
8.222.141.240,2096,2096,true,SIN,Asia Pacific,Singapore,173,11.91
8.217.250.222,2053,2053,true,HKG,Asia Pacific,Hong Kong,592,11.91
8.222.248.188,2096,2096,true,SIN,Asia Pacific,Singapore,72,11.91
8.219.139.86,2087,2087,true,SIN,Asia Pacific,Singapore,282,11.91
8.222.214.13,8880,8880,false,SIN,Asia Pacific,Singapore,9,11.91
8.219.242.131,2096,2096,true,SIN,Asia Pacific,Singapore,111,11.90
8.219.240.160,2095,2095,false,SIN,Asia Pacific,Singapore,8,11.90
8.219.107.199,2052,2052,false,SIN,Asia Pacific,Singapore,28,11.90
8.219.213.112,8443,8443,true,SIN,Asia Pacific,Singapore,148,11.90
47.236.94.109,2082,2082,false,SIN,Asia Pacific,Singapore,25,11.90
47.236.104.11,8880,8880,false,SIN,Asia Pacific,Singapore,28,11.89
8.222.144.219,8443,8443,true,SIN,Asia Pacific,Singapore,97,11.89
47.236.198.189,2052,2052,false,SIN,Asia Pacific,Singapore,14,11.89
8.219.206.53,2052,2052,false,SIN,Asia Pacific,Singapore,12,11.88
8.222.144.219,2053,2053,true,SIN,Asia Pacific,Singapore,64,11.88
47.237.9.59,2096,2096,true,SIN,Asia Pacific,Singapore,164,11.88
8.222.213.221,443,443,true,SIN,Asia Pacific,Singapore,78,11.88
8.222.167.8,2082,2082,false,SIN,Asia Pacific,Singapore,16,11.88
8.219.115.215,2095,2095,false,SIN,Asia Pacific,Singapore,10,11.87
8.219.140.63,8880,8880,false,SIN,Asia Pacific,Singapore,38,11.87
8.219.5.10,2082,2082,false,SIN,Asia Pacific,Singapore,7,11.86
8.222.213.221,80,80,false,SIN,Asia Pacific,Singapore,14,11.86
8.222.223.34,2053,2053,true,SIN,Asia Pacific,Singapore,152,11.86
47.236.206.153,2086,2086,false,SIN,Asia Pacific,Singapore,40,11.86
47.245.80.142,8080,8080,false,SIN,Asia Pacific,Singapore,8,11.85
8.219.253.18,2083,2083,true,SIN,Asia Pacific,Singapore,135,11.85
47.236.79.77,2087,2087,true,SIN,Asia Pacific,Singapore,38,11.85
8.219.153.44,2053,2053,true,SIN,Asia Pacific,Singapore,76,11.85
8.219.100.168,2053,2053,true,SIN,Asia Pacific,Singapore,68,11.85
8.222.204.110,2096,2096,true,SIN,Asia Pacific,Singapore,94,11.85
8.219.58.64,443,443,true,SIN,Asia Pacific,Singapore,187,11.85
8.219.72.50,2095,2095,false,SIN,Asia Pacific,Singapore,27,11.84
8.219.13.143,443,443,true,SIN,Asia Pacific,Singapore,101,11.84
8.222.226.15,2053,2053,true,SIN,Asia Pacific,Singapore,38,11.84
8.219.93.85,2053,2053,true,SIN,Asia Pacific,Singapore,136,11.83
8.219.174.213,2087,2087,true,SIN,Asia Pacific,Singapore,411,11.83
47.236.150.109,8080,8080,false,SIN,Asia Pacific,Singapore,19,11.83
8.222.219.252,8443,8443,true,SIN,Asia Pacific,Singapore,118,11.83
8.219.235.164,80,80,false,SIN,Asia Pacific,Singapore,18,11.83
8.219.61.52,2087,2087,true,SIN,Asia Pacific,Singapore,47,11.82
8.219.72.51,2096,2096,true,SIN,Asia Pacific,Singapore,43,11.82
47.236.204.152,2096,2096,true,SIN,Asia Pacific,Singapore,120,11.82
47.237.22.84,2053,2053,true,SIN,Asia Pacific,Singapore,93,11.82
47.236.124.115,2053,2053,true,SIN,Asia Pacific,Singapore,135,11.82
47.236.79.77,2086,2086,false,SIN,Asia Pacific,Singapore,22,11.82
8.219.195.47,2053,2053,true,SIN,Asia Pacific,Singapore,141,11.81
47.236.88.85,2053,2053,true,SIN,Asia Pacific,Singapore,115,11.81
8.222.248.188,8443,8443,true,SIN,Asia Pacific,Singapore,142,11.81
8.222.224.17,443,443,true,SIN,Asia Pacific,Singapore,103,11.81
47.236.145.85,2082,2082,false,SIN,Asia Pacific,Singapore,23,11.81
8.219.183.31,8443,8443,true,SIN,Asia Pacific,Singapore,87,11.81
8.219.194.170,2083,2083,true,SIN,Asia Pacific,Singapore,136,11.81
8.219.90.196,80,80,false,SIN,Asia Pacific,Singapore,36,11.81
47.236.193.5,2082,2082,false,SIN,Asia Pacific,Singapore,16,11.81
47.236.106.37,2082,2082,false,SIN,Asia Pacific,Singapore,33,11.80
8.219.81.50,2052,2052,false,SIN,Asia Pacific,Singapore,20,11.80
8.222.190.225,2095,2095,false,SIN,Asia Pacific,Singapore,46,11.80
47.236.254.120,8443,8443,true,SIN,Asia Pacific,Singapore,112,11.80
8.222.138.175,2095,2095,false,SIN,Asia Pacific,Singapore,13,11.80
8.219.186.22,8080,8080,false,SIN,Asia Pacific,Singapore,7,11.80
8.219.53.222,2082,2082,false,SIN,Asia Pacific,Singapore,6,11.80
8.219.170.223,8443,8443,true,SIN,Asia Pacific,Singapore,63,11.80
47.236.166.76,2095,2095,false,SIN,Asia Pacific,Singapore,19,11.80
8.219.228.88,2087,2087,true,SIN,Asia Pacific,Singapore,162,11.79
8.219.0.162,2083,2083,true,SIN,Asia Pacific,Singapore,56,11.79
8.219.173.195,80,80,false,SIN,Asia Pacific,Singapore,9,11.79
8.222.140.87,2082,2082,false,SIN,Asia Pacific,Singapore,10,11.78
8.222.198.105,8080,8080,false,SIN,Asia Pacific,Singapore,6,11.78
8.222.255.15,2095,2095,false,SIN,Asia Pacific,Singapore,3,11.77
8.219.6.187,80,80,false,SIN,Asia Pacific,Singapore,11,11.77
8.222.130.219,2096,2096,true,SIN,Asia Pacific,Singapore,79,11.77
8.219.0.162,8880,8880,false,SIN,Asia Pacific,Singapore,9,11.77
47.236.74.20,80,80,false,SIN,Asia Pacific,Singapore,17,11.77
8.222.255.15,2083,2083,true,SIN,Asia Pacific,Singapore,52,11.77
8.222.144.50,2096,2096,true,SIN,Asia Pacific,Singapore,72,11.77
8.222.255.15,2082,2082,false,SIN,Asia Pacific,Singapore,5,11.76
47.236.144.208,2052,2052,false,SIN,Asia Pacific,Singapore,13,11.76
8.219.186.22,80,80,false,SIN,Asia Pacific,Singapore,35,11.75
47.236.97.254,2086,2086,false,SIN,Asia Pacific,Singapore,30,11.75
8.219.72.51,443,443,true,SIN,Asia Pacific,Singapore,68,11.75
47.236.254.120,8443,8443,true,SIN,Asia Pacific,Singapore,75,11.74
8.219.159.232,2083,2083,true,SIN,Asia Pacific,Singapore,94,11.74
8.219.193.22,2096,2096,true,SIN,Asia Pacific,Singapore,50,11.74
8.219.183.31,2086,2086,false,SIN,Asia Pacific,Singapore,4,11.74
8.219.218.21,2096,2096,true,SIN,Asia Pacific,Singapore,109,11.74
8.219.126.3,8080,8080,false,SIN,Asia Pacific,Singapore,15,11.73
8.219.3.53,443,443,true,SIN,Asia Pacific,Singapore,134,11.73
8.219.173.195,2087,2087,true,SIN,Asia Pacific,Singapore,160,11.73
47.245.82.78,2096,2096,true,SIN,Asia Pacific,Singapore,42,11.73
47.236.244.37,2087,2087,true,SIN,Asia Pacific,Singapore,43,11.73
8.219.115.215,8880,8880,false,SIN,Asia Pacific,Singapore,9,11.72
47.245.86.230,443,443,true,SIN,Asia Pacific,Singapore,74,11.72
8.219.99.169,2086,2086,false,SIN,Asia Pacific,Singapore,8,11.72
8.222.255.15,2082,2082,false,SIN,Asia Pacific,Singapore,62,11.72
47.236.10.100,2096,2096,true,SIN,Asia Pacific,Singapore,84,11.72
8.222.146.222,2083,2083,true,SIN,Asia Pacific,Singapore,108,11.72
8.219.104.242,2087,2087,true,SIN,Asia Pacific,Singapore,226,11.72
8.219.253.114,8080,8080,false,SIN,Asia Pacific,Singapore,13,11.72
47.236.206.153,8080,8080,false,SIN,Asia Pacific,Singapore,16,11.71
47.236.192.198,2096,2096,true,SIN,Asia Pacific,Singapore,245,11.71
8.222.255.15,2053,2053,true,SIN,Asia Pacific,Singapore,45,11.71
8.219.107.199,2087,2087,true,SIN,Asia Pacific,Singapore,142,11.71
47.236.146.249,2096,2096,true,SIN,Asia Pacific,Singapore,110,11.71
8.219.198.139,2082,2082,false,SIN,Asia Pacific,Singapore,11,11.70
8.219.245.232,2096,2096,true,SIN,Asia Pacific,Singapore,45,11.70
8.219.99.169,2087,2087,true,SIN,Asia Pacific,Singapore,110,11.70
8.219.53.142,2052,2052,false,SIN,Asia Pacific,Singapore,9,11.70
47.236.82.218,2087,2087,true,SIN,Asia Pacific,Singapore,91,11.70
8.222.175.6,443,443,true,SIN,Asia Pacific,Singapore,74,11.70
8.219.152.195,2082,2082,false,SIN,Asia Pacific,Singapore,6,11.70
8.219.142.191,8443,8443,true,SIN,Asia Pacific,Singapore,75,11.70
8.219.40.255,2053,2053,true,SIN,Asia Pacific,Singapore,57,11.70
47.236.144.196,8443,8443,true,SIN,Asia Pacific,Singapore,149,11.69
8.222.140.185,8443,8443,true,SIN,Asia Pacific,Singapore,96,11.69
8.219.73.188,2086,2086,false,SIN,Asia Pacific,Singapore,15,11.69
8.219.198.34,8443,8443,true,SIN,Asia Pacific,Singapore,69,11.68
47.236.76.199,2087,2087,true,SIN,Asia Pacific,Singapore,128,11.68
47.245.126.151,8443,8443,true,SIN,Asia Pacific,Singapore,33,11.68
8.219.201.8,8443,8443,true,SIN,Asia Pacific,Singapore,130,11.68
47.236.17.165,2083,2083,true,SIN,Asia Pacific,Singapore,122,11.68
47.236.97.111,2096,2096,true,SIN,Asia Pacific,Singapore,140,11.67
8.219.249.148,2053,2053,true,SIN,Asia Pacific,Singapore,56,11.67
47.236.104.98,2087,2087,true,SIN,Asia Pacific,Singapore,67,11.67
8.219.84.214,2095,2095,false,SIN,Asia Pacific,Singapore,5,11.67
8.222.210.182,2052,2052,false,SIN,Asia Pacific,Singapore,15,11.67
8.219.101.72,8880,8880,false,SIN,Asia Pacific,Singapore,17,11.67
8.219.204.120,2095,2095,false,SIN,Asia Pacific,Singapore,9,11.67
8.222.140.87,443,443,true,SIN,Asia Pacific,Singapore,84,11.67
47.245.85.28,80,80,false,NRT,Asia Pacific,Tokyo,102,11.67
8.222.168.234,2096,2096,true,SIN,Asia Pacific,Singapore,126,11.67
47.236.244.37,80,80,false,SIN,Asia Pacific,Singapore,10,11.67
8.219.40.255,80,80,false,SIN,Asia Pacific,Singapore,8,11.67
8.219.161.129,2083,2083,true,SIN,Asia Pacific,Singapore,130,11.66
8.219.121.24,2096,2096,true,SIN,Asia Pacific,Singapore,182,11.66
8.218.243.95,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,11.66
8.219.82.35,8443,8443,true,SIN,Asia Pacific,Singapore,148,11.65
8.219.159.232,2087,2087,true,SIN,Asia Pacific,Singapore,131,11.65
8.219.58.64,2095,2095,false,SIN,Asia Pacific,Singapore,23,11.65
8.222.229.22,2052,2052,false,SIN,Asia Pacific,Singapore,14,11.65
47.236.10.100,2053,2053,true,SIN,Asia Pacific,Singapore,96,11.64
8.222.147.203,2096,2096,true,SIN,Asia Pacific,Singapore,63,11.64
47.236.5.223,80,80,false,SIN,Asia Pacific,Singapore,47,11.64
8.222.141.240,2083,2083,true,SIN,Asia Pacific,Singapore,103,11.64
8.219.201.8,2087,2087,true,SIN,Asia Pacific,Singapore,142,11.64
47.236.124.115,2096,2096,true,SIN,Asia Pacific,Singapore,121,11.64
8.219.107.199,2083,2083,true,SIN,Asia Pacific,Singapore,100,11.64
47.245.111.171,8080,8080,false,SIN,Asia Pacific,Singapore,7,11.64
8.222.253.235,8443,8443,true,SIN,Asia Pacific,Singapore,151,11.63
47.236.206.153,2083,2083,true,SIN,Asia Pacific,Singapore,204,11.63
8.219.170.180,2052,2052,false,SIN,Asia Pacific,Singapore,7,11.63
8.219.242.208,8880,8880,false,SIN,Asia Pacific,Singapore,2,11.63
8.219.126.240,2083,2083,true,SIN,Asia Pacific,Singapore,110,11.63
8.218.85.128,80,80,false,HKG,Asia Pacific,Hong Kong,45,11.63
8.219.0.162,2052,2052,false,SIN,Asia Pacific,Singapore,8,11.63
8.219.197.111,2052,2052,false,SIN,Asia Pacific,Singapore,7,11.63
8.219.104.242,2053,2053,true,SIN,Asia Pacific,Singapore,139,11.63
8.219.248.170,8880,8880,false,SIN,Asia Pacific,Singapore,6,11.62
47.236.4.129,8880,8880,false,SIN,Asia Pacific,Singapore,56,11.62
47.237.3.57,8080,8080,false,SIN,Asia Pacific,Singapore,27,11.62
47.245.84.124,8080,8080,false,SIN,Asia Pacific,Singapore,4,11.62
8.219.175.127,2096,2096,true,SIN,Asia Pacific,Singapore,140,11.62
47.245.110.13,2087,2087,true,SIN,Asia Pacific,Singapore,71,11.62
8.222.253.235,2082,2082,false,SIN,Asia Pacific,Singapore,10,11.61
8.219.213.84,2082,2082,false,SIN,Asia Pacific,Singapore,2,11.61
8.219.153.136,2053,2053,true,SIN,Asia Pacific,Singapore,202,11.60
8.219.235.164,2083,2083,true,SIN,Asia Pacific,Singapore,150,11.60
8.222.160.176,2087,2087,true,SIN,Asia Pacific,Singapore,101,11.60
47.237.22.45,2053,2053,true,SIN,Asia Pacific,Singapore,35,11.60
8.219.63.66,8880,8880,false,SIN,Asia Pacific,Singapore,4,11.60
47.236.144.156,2087,2087,true,SIN,Asia Pacific,Singapore,56,11.59
8.219.103.126,8443,8443,true,SIN,Asia Pacific,Singapore,69,11.59
8.219.84.102,8080,8080,false,SIN,Asia Pacific,Singapore,9,11.59
8.218.48.92,2083,2083,true,HKG,Asia Pacific,Hong Kong,70,11.59
8.222.252.123,2083,2083,true,SIN,Asia Pacific,Singapore,87,11.58
47.236.7.206,2053,2053,true,SIN,Asia Pacific,Singapore,102,11.58
8.219.55.31,2086,2086,false,NRT,Asia Pacific,Tokyo,83,11.58
8.219.56.205,2086,2086,false,SIN,Asia Pacific,Singapore,16,11.58
47.236.119.253,2087,2087,true,SIN,Asia Pacific,Singapore,120,11.58
47.236.76.199,8080,8080,false,SIN,Asia Pacific,Singapore,23,11.58
8.219.245.232,80,80,false,SIN,Asia Pacific,Singapore,5,11.58
8.219.72.50,8880,8880,false,SIN,Asia Pacific,Singapore,12,11.57
8.222.187.4,8080,8080,false,SIN,Asia Pacific,Singapore,29,11.57
8.222.252.150,2083,2083,true,SIN,Asia Pacific,Singapore,83,11.57
8.219.50.180,80,80,false,SIN,Asia Pacific,Singapore,10,11.57
8.219.75.44,8080,8080,false,SIN,Asia Pacific,Singapore,5,11.56
47.236.171.112,2053,2053,true,SIN,Asia Pacific,Singapore,228,11.56
8.219.140.63,2087,2087,true,SIN,Asia Pacific,Singapore,64,11.56
8.219.93.85,2095,2095,false,SIN,Asia Pacific,Singapore,27,11.56
8.222.224.163,2096,2096,true,SIN,Asia Pacific,Singapore,86,11.56
8.222.144.50,8880,8880,false,SIN,Asia Pacific,Singapore,45,11.55
8.222.224.163,80,80,false,SIN,Asia Pacific,Singapore,24,11.55
8.217.167.88,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,11.55
8.219.84.214,2083,2083,true,SIN,Asia Pacific,Singapore,99,11.55
8.219.245.187,2096,2096,true,SIN,Asia Pacific,Singapore,124,11.55
8.219.89.201,2053,2053,true,SIN,Asia Pacific,Singapore,160,11.55
8.219.106.156,2095,2095,false,SIN,Asia Pacific,Singapore,25,11.55
8.222.138.175,2086,2086,false,SIN,Asia Pacific,Singapore,8,11.54
8.217.207.60,2083,2083,true,HKG,Asia Pacific,Hong Kong,67,11.54
8.219.172.128,2087,2087,true,SIN,Asia Pacific,Singapore,165,11.54
8.219.56.205,2052,2052,false,SIN,Asia Pacific,Singapore,5,11.54
47.236.121.23,8443,8443,true,SIN,Asia Pacific,Singapore,113,11.53
8.219.173.233,8443,8443,true,SIN,Asia Pacific,Singapore,94,11.53
8.219.161.129,2087,2087,true,SIN,Asia Pacific,Singapore,181,11.53
8.219.215.12,2082,2082,false,SIN,Asia Pacific,Singapore,8,11.53
47.236.147.146,2083,2083,true,SIN,Asia Pacific,Singapore,140,11.53
47.236.31.73,2053,2053,true,SIN,Asia Pacific,Singapore,122,11.52
47.236.166.76,2083,2083,true,SIN,Asia Pacific,Singapore,196,11.52
8.219.156.148,2087,2087,true,SIN,Asia Pacific,Singapore,134,11.52
47.236.181.155,2053,2053,true,SIN,Asia Pacific,Singapore,171,11.52
8.219.172.128,2096,2096,true,SIN,Asia Pacific,Singapore,69,11.52
8.222.197.251,2096,2096,true,SIN,Asia Pacific,Singapore,56,11.52
8.219.6.157,2086,2086,false,SIN,Asia Pacific,Singapore,42,11.52
47.236.156.14,8080,8080,false,SIN,Asia Pacific,Singapore,12,11.52
8.222.227.191,2083,2083,true,SIN,Asia Pacific,Singapore,116,11.52
8.222.211.16,8443,8443,true,SIN,Asia Pacific,Singapore,105,11.51
8.219.60.54,2086,2086,false,SIN,Asia Pacific,Singapore,42,11.51
8.219.97.179,2087,2087,true,SIN,Asia Pacific,Singapore,132,11.51
8.222.197.251,8443,8443,true,SIN,Asia Pacific,Singapore,106,11.50
8.222.147.203,2053,2053,true,SIN,Asia Pacific,Singapore,78,11.50
8.219.147.58,8880,8880,false,SIN,Asia Pacific,Singapore,4,11.50
47.236.114.23,2083,2083,true,SIN,Asia Pacific,Singapore,109,11.50
8.217.250.222,2086,2086,false,HKG,Asia Pacific,Hong Kong,598,11.50
47.237.28.121,2053,2053,true,SIN,Asia Pacific,Singapore,65,11.49
47.236.31.73,2096,2096,true,SIN,Asia Pacific,Singapore,100,11.49
8.222.150.197,8443,8443,true,SIN,Asia Pacific,Singapore,184,11.49
8.219.204.120,8443,8443,true,SIN,Asia Pacific,Singapore,127,11.49
8.219.103.65,2083,2083,true,SIN,Asia Pacific,Singapore,78,11.49
8.219.79.74,2082,2082,false,SIN,Asia Pacific,Singapore,26,11.49
8.222.188.56,8080,8080,false,SIN,Asia Pacific,Singapore,24,11.48
47.236.83.196,8443,8443,true,SIN,Asia Pacific,Singapore,121,11.48
8.219.235.164,2053,2053,true,SIN,Asia Pacific,Singapore,169,11.48
8.219.72.51,8880,8880,false,SIN,Asia Pacific,Singapore,5,11.48
8.219.152.195,2083,2083,true,SIN,Asia Pacific,Singapore,135,11.47
8.219.81.50,2053,2053,true,SIN,Asia Pacific,Singapore,121,11.47
8.219.82.35,2052,2052,false,SIN,Asia Pacific,Singapore,3,11.47
8.219.208.69,2083,2083,true,SIN,Asia Pacific,Singapore,165,11.47
8.219.222.98,8443,8443,true,SIN,Asia Pacific,Singapore,108,11.46
47.236.150.109,8880,8880,false,SIN,Asia Pacific,Singapore,15,11.46
8.219.101.138,8880,8880,false,SIN,Asia Pacific,Singapore,14,11.46
47.236.164.215,8880,8880,false,SIN,Asia Pacific,Singapore,11,11.46
8.219.126.3,8443,8443,true,SIN,Asia Pacific,Singapore,294,11.45
47.237.8.82,8080,8080,false,SIN,Asia Pacific,Singapore,19,11.45
8.222.130.137,2095,2095,false,SIN,Asia Pacific,Singapore,3,11.45
8.222.255.15,2087,2087,true,SIN,Asia Pacific,Singapore,56,11.44
8.222.155.242,2053,2053,true,SIN,Asia Pacific,Singapore,166,11.44
8.222.136.247,2083,2083,true,SIN,Asia Pacific,Singapore,96,11.44
8.222.175.78,2096,2096,true,SIN,Asia Pacific,Singapore,71,11.44
47.236.176.144,2087,2087,true,SIN,Asia Pacific,Singapore,126,11.44
47.236.169.141,2095,2095,false,SIN,Asia Pacific,Singapore,12,11.44
8.219.42.72,80,80,false,SIN,Asia Pacific,Singapore,22,11.44
47.236.23.102,8080,8080,false,SIN,Asia Pacific,Singapore,17,11.44
8.219.60.54,8443,8443,true,SIN,Asia Pacific,Singapore,85,11.44
8.222.214.13,2052,2052,false,SIN,Asia Pacific,Singapore,7,11.44
47.236.172.95,2083,2083,true,SIN,Asia Pacific,Singapore,229,11.43
8.219.153.44,8880,8880,false,SIN,Asia Pacific,Singapore,7,11.43
8.219.170.232,2087,2087,true,SIN,Asia Pacific,Singapore,206,11.43
8.222.160.61,8080,8080,false,SIN,Asia Pacific,Singapore,11,11.43
8.219.93.5,80,80,false,SIN,Asia Pacific,Singapore,8,11.43
8.219.51.211,2053,2053,true,SIN,Asia Pacific,Singapore,120,11.42
8.218.52.115,2083,2083,true,HKG,Asia Pacific,Hong Kong,334,11.42
8.222.150.163,8880,8880,false,SIN,Asia Pacific,Singapore,7,11.42
8.222.197.251,2082,2082,false,SIN,Asia Pacific,Singapore,63,11.42
8.219.206.180,2082,2082,false,SIN,Asia Pacific,Singapore,15,11.42
8.222.130.137,8443,8443,true,SIN,Asia Pacific,Singapore,80,11.42
47.236.181.155,8880,8880,false,SIN,Asia Pacific,Singapore,15,11.42
8.222.141.240,8443,8443,true,SIN,Asia Pacific,Singapore,73,11.42
8.219.107.199,80,80,false,SIN,Asia Pacific,Singapore,14,11.41
8.219.51.211,2096,2096,true,SIN,Asia Pacific,Singapore,96,11.41
8.219.42.72,2053,2053,true,SIN,Asia Pacific,Singapore,149,11.41
8.219.43.243,2052,2052,false,SIN,Asia Pacific,Singapore,14,11.41
47.236.171.20,2096,2096,true,SIN,Asia Pacific,Singapore,126,11.40
47.236.145.85,2095,2095,false,SIN,Asia Pacific,Singapore,45,11.40
47.245.87.167,2052,2052,false,SIN,Asia Pacific,Singapore,41,11.40
47.236.97.254,2053,2053,true,SIN,Asia Pacific,Singapore,103,11.40
47.236.7.206,2096,2096,true,SIN,Asia Pacific,Singapore,109,11.39
47.236.20.114,2087,2087,true,SIN,Asia Pacific,Singapore,124,11.39
8.219.170.180,8880,8880,false,SIN,Asia Pacific,Singapore,9,11.39
8.219.0.162,2086,2086,false,SIN,Asia Pacific,Singapore,7,11.38
47.236.161.110,2096,2096,true,SIN,Asia Pacific,Singapore,21,11.38
8.219.249.148,2082,2082,false,SIN,Asia Pacific,Singapore,17,11.38
8.222.168.234,2086,2086,false,SIN,Asia Pacific,Singapore,8,11.38
8.219.175.127,8080,8080,false,SIN,Asia Pacific,Singapore,13,11.38
8.219.114.201,2087,2087,true,SIN,Asia Pacific,Singapore,148,11.38
8.219.198.34,2095,2095,false,SIN,Asia Pacific,Singapore,5,11.38
47.236.90.62,2053,2053,true,SIN,Asia Pacific,Singapore,141,11.38
8.222.204.110,2096,2096,true,SIN,Asia Pacific,Singapore,64,11.37
8.219.40.37,2053,2053,true,SIN,Asia Pacific,Singapore,50,11.37
47.236.166.131,8880,8880,false,SIN,Asia Pacific,Singapore,16,11.37
8.219.87.34,2087,2087,true,SIN,Asia Pacific,Singapore,87,11.37
8.219.12.152,2082,2082,false,SIN,Asia Pacific,Singapore,16,11.37
47.236.149.107,2096,2096,true,SIN,Asia Pacific,Singapore,124,11.37
8.222.137.192,8443,8443,true,SIN,Asia Pacific,Singapore,197,11.36
8.219.145.245,8880,8880,false,SIN,Asia Pacific,Singapore,8,11.36
8.218.48.92,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,11.36
8.222.219.34,2087,2087,true,SIN,Asia Pacific,Singapore,80,11.36
8.219.53.207,2082,2082,false,SIN,Asia Pacific,Singapore,15,11.36
8.219.228.157,2086,2086,false,SIN,Asia Pacific,Singapore,5,11.36
8.222.180.242,2086,2086,false,SIN,Asia Pacific,Singapore,14,11.36
47.236.121.23,8880,8880,false,SIN,Asia Pacific,Singapore,33,11.35
8.219.230.254,2087,2087,true,SIN,Asia Pacific,Singapore,124,11.35
8.219.107.135,8443,8443,true,SIN,Asia Pacific,Singapore,91,11.34
8.219.210.93,8080,8080,false,SIN,Asia Pacific,Singapore,28,11.34
8.219.51.211,2095,2095,false,SIN,Asia Pacific,Singapore,9,11.34
47.236.166.184,2087,2087,true,SIN,Asia Pacific,Singapore,153,11.34
47.236.201.98,2052,2052,false,SIN,Asia Pacific,Singapore,12,11.33
8.222.191.158,8080,8080,false,SIN,Asia Pacific,Singapore,14,11.33
8.222.140.185,8080,8080,false,SIN,Asia Pacific,Singapore,13,11.33
47.245.93.74,80,80,false,SIN,Asia Pacific,Singapore,18,11.33
47.236.155.170,80,80,false,SIN,Asia Pacific,Singapore,9,11.33
47.245.115.6,8080,8080,false,SIN,Asia Pacific,Singapore,5,11.33
8.219.97.179,8880,8880,false,SIN,Asia Pacific,Singapore,19,11.33
47.237.70.15,2087,2087,true,SIN,Asia Pacific,Singapore,126,11.33
8.222.254.91,443,443,true,SIN,Asia Pacific,Singapore,101,11.32
8.219.121.87,8880,8880,false,SIN,Asia Pacific,Singapore,4,11.32
8.219.242.131,2086,2086,false,SIN,Asia Pacific,Singapore,34,11.32
47.236.201.98,2086,2086,false,SIN,Asia Pacific,Singapore,17,11.32
47.236.87.246,2083,2083,true,SIN,Asia Pacific,Singapore,155,11.32
47.236.39.34,2087,2087,true,SIN,Asia Pacific,Singapore,115,11.32
